district_name,mandal_name,village_name,name_of_the_unit,line_of_activity,sector,investment,number_of_employees,application_date,approval_date,progress_of_implementation,is_online,social_status
Medchal,Kukatpally,Kukatpally,M/s. Almelo Research Centre (A Division of Almelo Pvt. Ltd),Pharmaceutical Formulation and for R & D purpose (for sustained release/extended release of drugs only and not for commercial purpose),R&D,15.25,150,18/07/2025,07/08/2025,Yet to Start Construction,Yes,General
Rangareddy,Nandigama,Nandigama,POKARNA ENGINEEREDSTONE LIMITED,Granite / Stone Cutting and Polishing,Others,23.0,20,24/10/2024,06/08/2025,Yet to Start Construction,Yes,General
Vikarabad,Peddemul,Kandanelli,HANUMAN STONE INDUSTRIES,"Cutting, sizing and polishing of marble stone",Granite and Stone Crushing,0.15,4,03/08/2025,06/08/2025,Yet to Start Construction,Yes,General
Jagtial,Mallapur,Sirpur,M/s. MANGYA NAYAK AGRO INDUSTRIES,Parboiled Rice Mills,Food Processing,2.3,20,23/07/2025,05/08/2025,Yet to Start Construction,Yes,OBC
Rangareddy,Ibrahimpatnam,Toolekalan,M/S KALAKRUTHI EXLUSIVE DECORS PVT LTD,Polythene and plastic processed products manufacturing(Virgin Plastic),Plastic and Rubber,4.5,50,26/07/2025,05/08/2025,Yet to Start Construction,Yes,General
Yadadri,Bibinagar,Rairaopet,HIMAJA INDUSTRIES.,Engineering and fabrication units (dry process without any heat treatment / metal surface finishing operations / painting),Engineering,0.9501,12,21/06/2025,05/08/2025,Yet to Start Construction,Yes,SC
Sircilla,Sircilla,Sircilla,M/s. RAJU TRADERS,Polythene and plastic processed products manufacturing(Virgin Plastic),Plastic and Rubber,0.2457,8,27/07/2025,05/08/2025,Yet to Start Construction,Yes,OBC
Siddipet,Mulug,Banda Mailaram,M/s. PATWAARI SNACKS PRIVATE LIMITED,Puffed rice (muri) (using gas or electrical heating system),Food Processing,0.25,30,01/08/2025,05/08/2025,Yet to Start Construction,Yes,General
Sangareddy,Patancheru,Nandigaon,KISSHOUTENNYA BENZAITEN PRIVATE LIMITED,"Manufacturing of tooth powder, toothpaste, talcum powder and other cosmetic items",Agro based incl Cold Storages,0.4013,10,11/07/2025,05/08/2025,Yet to Start Construction,Yes,General
Medchal,Dundigal Gandimaisamma,Bahadurpally,M/S. SAGGIDI NARSING RAO,Engineering and fabrication units (dry process without any heat treatment / metal surface finishing operations / painting),Engineering,0.25,4,02/08/2025,05/08/2025,Yet to Start Construction,Yes,General
Mahabubabad,Kesamudram,Kesamudram,"""M.s SRI CHAKRA INDUSTRIES """,Rice mill (Rice hullers only),Food Processing,1.4,9,09/06/2025,05/08/2025,Yet to Start Construction,Yes,General
Mahabubabad,Kesamudram,Inugurthy,M/s ADARSHA RICE INDUSTRIES,Rice mill (Rice hullers only),Food Processing,1.6,9,24/05/2025,05/08/2025,Yet to Start Construction,Yes,OBC
Khammam,Tallada,Mallaram,BHAGYALAXMI SAWMILL,Saw mills,Wood and Leather,0.035,3,23/07/2025,05/08/2025,Yet to Start Construction,Yes,OBC
Rangareddy,Nandigama,Nandigama,Waste Less Worldwide Industries Private Limited,"Industries engaged in recycling / reprocessing/ recovery/reuse of Hazardous Waste underschedule iv of HAY( Nil, Htlz TBM) rules, 2008 - Items namely - Spent catalyst containing nickel, cadmium, Zinc, copper, arsenic, vanadium and cobalt,",Pharmaceuticals and Chemicals,5.0,8,09/07/2025,04/08/2025,Yet to Start Construction,Yes,OBC
Rangareddy,Nandigama,Nandigama,Optimix Ewaste Private Limited,"Industries engaged in recycling / reprocessing/ recovery/reuse of Hazardous Waste underschedule iv of HW( M, H& TBM) rules, 2008 - Items namely -Dismantlers RecyclingylantsComponents of waste electricaland electronic assemblescomprising accumulators andother batteries included on listA, mercury-switches, activated glass cuilets from cathode-ray tubes and other activated glass and PCB-capacitors, or any other component contaminated withSchedule 2 constituents (e.g.cadmium, mercury, lead,polychlorinated biphenyl) to an extent that they exhibit hazard characteristics indicated in partC of this Schedule.",Pharmaceuticals and Chemicals,3.5,4,02/07/2025,04/08/2025,Yet to Start Construction,Yes,OBC
Mulugu,Mulugu,Mulug,A.R.ROOFING INDUSTRY,Engineering without Painting Activity,Others,0.24,4,17/07/2025,04/08/2025,Yet to Start Construction,Yes,General
Yadadri,Bhongir,Cheemala Kondur,SREE SREENIVASA RICE MILL,Rice mill (Rice hullers only),Food Processing,0.25,10,01/08/2025,04/08/2025,Yet to Start Construction,Yes,General
Siddipet,Wargal,Mylaram,STANDARD WAREHOUSE,"Facility of handling, storage and transportation of food grains in bulk",Agro based incl Cold Storages,1.45,10,03/08/2024,04/08/2025,Yet to Start Construction,Yes,General
Sangareddy,Patancheru,Pashamylaram,BLYPIN ENTERPRISES PRIVATE LIMITED,Cardboard or corrugated box and paper products (excluding paper or pulp manufacturing and without using boilers),Paper and Printing,0.25,20,28/07/2025,04/08/2025,Yet to Start Construction,Yes,General
Medchal,Ghatkesar,Cherlapally,SD ROCK BIT,Engineering and fabrication units (dry process without any heat treatment / metal surface finishing operations / painting),Engineering,0.65,15,31/07/2025,04/08/2025,Yet to Start Construction,Yes,General
Medchal,Qutubullapur,Jeedimetla,M/S AUCTOR HOME APPLIANCES LLP,Polythene and plastic processed products manufacturing(Virgin Plastic),Plastic and Rubber,0.24,20,23/07/2025,04/08/2025,Yet to Start Construction,Yes,General
Jangaon,Bachannapet,Alimpur,Gal Reddy Waterplant,Mineralized water,Beverages,0.06,2,31/07/2025,04/08/2025,Yet to Start Construction,Yes,General
Sangareddy,Zahirabad,Kasimpur,AIRUS WATER PRIVATE LIMITED,Mineralized water,Beverages,0.7,50,11/07/2025,02/08/2025,Yet to Start Construction,Yes,SC
Rangareddy,Ibrahimpatnam,Ibrahimpatnam (Khalsa),R.K. INTERNATIONAL.,Spice grinding (upto-20 HP motor),Food Processing,3.13,15,22/07/2025,02/08/2025,Yet to Start Construction,Yes,General
Rangareddy,Ibrahimpatnam,Ibrahimpatnam (Khalsa),AMRITA HERBOCEUTICALS.,Ayurvedic and homeopathic medicines (without boiler),Pharmaceuticals and Chemicals,3.13,15,23/07/2025,02/08/2025,Yet to Start Construction,Yes,General
Yadadri,Bibinagar,Rairaopet,SRI PRANATHI INDUSTRIES.,Engineering and fabrication units (dry process without any heat treatment / metal surface finishing operations / painting),Engineering,0.4338,4,22/07/2025,02/08/2025,Yet to Start Construction,Yes,General
Yadadri,Bibinagar,Rairaopet,OMEGA ENGINEERING INDUSTRY.,Engineering and fabrication units (dry process without any heat treatment / metal surface finishing operations / painting),Engineering,0.5676,4,18/07/2025,02/08/2025,Yet to Start Construction,Yes,General
Vikarabad,Vicarabad,Vikarabad Town,KAVITHA FLOUR MILL,Flour mills (dry process),Food Processing,0.0514,3,29/07/2025,02/08/2025,Yet to Start Construction,Yes,ST
Siddipet,Kondapak,Mangole,HAMSA RURAL GODOWN,"Facility of handling, storage and transportation of food grains in bulk",Agro based incl Cold Storages,0.25,10,31/07/2025,02/08/2025,Yet to Start Construction,Yes,General
Medchal,Dundigal Gandimaisamma,Dundigal,NR Enterprises,Saw mills,Wood and Leather,0.05,12,28/07/2025,02/08/2025,Yet to Start Construction,Yes,General
Medchal,Uppal,Nacharam,Chemtatva Chiral Solutions Private Limited Unit - 2,Pharmaceutical Formulation and for R & D purpose (for sustained release/extended release of drugs only and not for commercial purpose),R&D,0.35,10,08/07/2025,02/08/2025,Yet to Start Construction,Yes,General
Mancherial,Chennur,Kathersala,M/S.ASMA BRICKS INDUSTRY,Fly ash bricks/ block manufacturing,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.11,5,22/07/2025,02/08/2025,Yet to Start Construction,Yes,General
Mahabubabad,Narsimhulapet,Peddamupparam,BENITH WOOD WORKS,"Carpentry & wooden furniture manufacturing (excluding saw mill) with the help of electrical (motorized) machines such as electrical wood planner, steel saw cutting circular blade, etc",Wood and Leather,0.07,3,23/07/2025,02/08/2025,Yet to Start Construction,Yes,OBC
Rangareddy,Nandigama,Nandigama,RENAVART RECYCLERS INDIA PVT LTD,"Industries engaged in recycling / reprocessing/ recovery/reuse of Hazardous Waste underschedule iv of HW( M, H& TBM) rules, 2008 - Items namely -Dismantlers RecyclingylantsComponents of waste electricaland electronic assemblescomprising accumulators andother batteries included on listA, mercury-switches, activated glass cuilets from cathode-ray tubes and other activated glass and PCB-capacitors, or any other component contaminated withSchedule 2 constituents (e.g.cadmium, mercury, lead,polychlorinated biphenyl) to an extent that they exhibit hazard characteristics indicated in partC of this Schedule.",Pharmaceuticals and Chemicals,1.65,15,31/07/2025,02/08/2025,Yet to Start Construction,Yes,OBC
Narayanpet,Narwa,Yamki,VENNELA AGRO INDUSTRIES,Parboiled Rice Mills,Food Processing,4.85,10,08/07/2025,01/08/2025,Yet to Start Construction,Yes,OBC
Wanaparthy,Kothakota,Rayanpet,SRI SAI NANDANA INDUSTRIES,Rice mill (Rice hullers only),Food Processing,0.985,10,21/07/2025,01/08/2025,Yet to Start Construction,Yes,OBC
Sircilla,Vemulawada,Nampalle,M/s. RAJDHANI GLASS & PLYWOOD,Fibre glass production andprocessing (excluding moulding),Granite and Stone Crushing,0.23,8,15/07/2025,01/08/2025,Yet to Start Construction,Yes,OBC
Medak,Manoharabad,Kondapur,ANNAPURNA POLYTECH.,Polythene and plastic processed products manufacturing(Virgin Plastic),Plastic and Rubber,0.05,15,30/07/2025,01/08/2025,Yet to Start Construction,Yes,General
