district_name,mandal_name,village_name,name_of_the_unit,line_of_activity,sector,investment,number_of_employees,application_date,approval_date,progress_of_implementation,is_online,social_status,investment_standardized,number_of_employees_standardized,district_name_encoded,mandal_name_encoded,village_name_encoded,name_of_the_unit_encoded,line_of_activity_encoded,sector_encoded,application_date_encoded,approval_date_encoded,progress_of_implementation_encoded,is_online_encoded,social_status_encoded,application_date_year,application_date_month,application_date_day,application_date_dayofweek,approval_date_year,approval_date_month,approval_date_day,approval_date_dayofweek,application_date_encoded_year,application_date_encoded_month,application_date_encoded_day,application_date_encoded_dayofweek,approval_date_encoded_year,approval_date_encoded_month,approval_date_encoded_day,approval_date_encoded_dayofweek,investment_category,investment_intensity,investment_zero_indicator,number_of_employees_category,number_of_employees_intensity,number_of_employees_zero_indicator,investment_standardized_category,investment_standardized_intensity,investment_standardized_zero_indicator,number_of_employees_standardized_category,number_of_employees_standardized_intensity,number_of_employees_standardized_zero_indicator,district_name_encoded_category,district_name_encoded_intensity,district_name_encoded_zero_indicator,mandal_name_encoded_category,mandal_name_encoded_intensity,mandal_name_encoded_zero_indicator,village_name_encoded_category,village_name_encoded_intensity,village_name_encoded_zero_indicator,name_of_the_unit_encoded_category,name_of_the_unit_encoded_intensity,name_of_the_unit_encoded_zero_indicator,line_of_activity_encoded_category,line_of_activity_encoded_intensity,line_of_activity_encoded_zero_indicator,sector_encoded_category,sector_encoded_intensity,sector_encoded_zero_indicator,progress_of_implementation_encoded_category,progress_of_implementation_encoded_intensity,progress_of_implementation_encoded_zero_indicator,is_online_encoded_category,is_online_encoded_intensity,is_online_encoded_zero_indicator,social_status_encoded_category,social_status_encoded_intensity,social_status_encoded_zero_indicator,approval_date_year_category,approval_date_year_intensity,approval_date_year_zero_indicator,approval_date_month_category,approval_date_month_intensity,approval_date_month_zero_indicator,approval_date_day_category,approval_date_day_intensity,approval_date_day_zero_indicator,approval_date_dayofweek_category,approval_date_dayofweek_intensity,approval_date_dayofweek_zero_indicator,investment_group_mean_x,investment_group_sum_x,investment_group_count_x,number_of_employees_group_mean_x,number_of_employees_group_sum_x,number_of_employees_group_count_x,investment_standardized_group_mean_x,investment_standardized_group_sum_x,investment_standardized_group_count_x,investment_group_mean_y,investment_group_sum_y,investment_group_count_y,number_of_employees_group_mean_y,number_of_employees_group_sum_y,number_of_employees_group_count_y,investment_standardized_group_mean_y,investment_standardized_group_sum_y,investment_standardized_group_count_y,investment_group_mean,investment_group_sum,investment_group_count,number_of_employees_group_mean,number_of_employees_group_sum,number_of_employees_group_count,investment_standardized_group_mean,investment_standardized_group_sum,investment_standardized_group_count
JAGTIAL,BUGGARAM,BUGGARAM,"KRISHNIKA AGRO INDUSTRIES,",PARBOILED RICE MILLS,FOOD PROCESSING,3.5455,50,2025-08-10,,YET TO START CONSTRUCTION,YES,GENERAL,-0.0031622672520616344,0.6715238892278604,14,28,29,31,18,1,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000006,0,0,0,2025,8,10,6,,,,,1970,1,1,3,1970,1,1,3,High,0.9887206262208954,0,High,2.6375404530744335,0,High,31799704873137.04,0,High,-5.329262510047649e+16,0,Medium-High,1.2936507936507937,0,Medium-Low,0.6129465484824067,0,Medium-Low,0.46829799881117495,0,Low,0.38271604938271603,0,Medium-High,1.0512361160874237,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,1.57425,9.4455,6,36.5,219,6,-0.157279567569387,-0.943677405416322,6,3.5455,3.5455,1,50.0,50,1,-0.0031622672520616344,-0.0031622672520616344,1,3.5455,3.5455,1,50.0,50,1,-0.0031622672520616344,-0.0031622672520616344,1
MEDAK,YELDURTHY,RAMANTHAPUR,VESTRO LABS PVT LTD,ORGANIC CHEMICALSMANUFACTURING,PHARMACEUTICALS AND CHEMICALS,1.25,20,2025-07-22,,YET TO START CONSTRUCTION,YES,GENERAL,-0.18263025095703073,0.02256107928235895,15,29,30,32,8,7,1970-01-01 00:00:00.000000025,1970-01-01 00:00:00.000000006,0,0,0,2025,7,22,1,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.34858293125824824,0,High,1.0550161812297734,0,Medium-High,1836526649527893.0,0,High,-1790463689146443.5,0,Medium-High,1.3860544217687074,0,Medium-Low,0.6348374966424927,0,Medium-Low,0.48444620566673274,0,Low,0.3950617283950617,0,Medium-Low,0.4672160515944106,0,Medium-High,1.5418918918918918,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,28.089999999999996,140.45,5,98.0,490,5,1.9157886916007432,9.578943458003716,5,1.25,1.25,1,20.0,20,1,-0.18263025095703073,-0.18263025095703073,1,1.25,1.25,1,20.0,20,1,-0.18263025095703073,-0.18263025095703073,1
NARAYANPET,MAGANOOR,YABANDODDI,SRI LAKSHMI AGROTECH,PARBOILED RICE MILLS,FOOD PROCESSING,0.95,10,2025-08-23,,YET TO START CONSTRUCTION,YES,OBC,-0.20608500813912212,-0.19375985736614154,16,30,31,33,18,1,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000006,0,0,1,2025,8,23,5,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.2649230277562687,0,Medium-Low,0.5275080906148867,0,Medium-High,2072387282678155.2,0,Medium-Low,1.537692344796357e+16,0,Medium-High,1.4784580498866213,0,Medium-Low,0.6567284448025786,0,Medium-Low,0.5005944125222905,0,Low,0.4074074074074074,0,Medium-High,1.0512361160874237,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,4.30875,17.235,4,12.5,50,4,0.05651054414537579,0.22604217658150316,4,0.95,0.95,1,10.0,10,1,-0.20608500813912212,-0.20608500813912212,1,0.95,0.95,1,10.0,10,1,-0.20608500813912212,-0.20608500813912212,1
VIKARABAD,DOULATHABAD,MATOOR,SRI LAXMI VENKATESHWARA INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.725,10,2025-08-04,,YET TO START CONSTRUCTION,YES,OBC,-0.14549355208538606,-0.19375985736614154,4,31,32,34,7,1,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000006,0,0,1,2025,8,4,0,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.4810444451363826,0,Medium-Low,0.5275080906148867,0,Medium-High,1463080647039977.8,0,Medium-Low,1.537692344796357e+16,0,Low,0.36961451247165533,0,Medium-Low,0.6786193929626646,0,Medium-Low,0.5167426193778483,0,Low,0.41975308641975306,0,Low,0.4088140451451093,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,0.9162399999999999,4.5812,5,9.4,47,5,-0.20872445014734678,-1.0436222507367339,5,1.725,1.725,1,10.0,10,1,-0.14549355208538606,-0.14549355208538606,1,1.725,1.725,1,10.0,10,1,-0.14549355208538606,-0.14549355208538606,1
SURYAPET,SURYAPET,SURYAPET,AGRO NXT,"AUTOMOBILE SERVICING, REPAIRING ANDPAINTING (EXCLUDING ONLY FUEL DISPENSING)",ENGINEERING,0.7,9,2025-07-10,,YET TO START CONSTRUCTION,YES,GENERAL,-0.22563063912419823,-0.21539195103099157,17,32,33,35,19,5,1970-01-01 00:00:00.000000026,1970-01-01 00:00:00.000000006,0,0,0,2025,7,10,3,,,,,1970,1,1,3,1970,1,1,3,Medium-Low,0.19520644150461902,0,Medium-Low,0.4747572815533981,0,Medium-Low,2268937810303373.5,0,Medium-Low,1.709366216167457e+16,0,High,1.5708616780045352,0,Medium-Low,0.7005103411227506,0,Medium-Low,0.532890826233406,0,Low,0.43209876543209874,0,Medium-High,1.1096381225367251,0,Medium-Low,1.1013513513513513,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,4.688219999999999,23.4411,5,21.6,108,5,0.08617846650500317,0.43089233252501585,5,0.75845,1.5169,2,7.0,14,2,-0.22106087059988744,-0.4421217411997749,2,0.7,0.7,1,9.0,9,1,-0.22563063912419823,-0.22563063912419823,1
MEDCHAL,QUTUBULLAPUR,GAJULARAMARAM,RELIANCE BATTERY PRIVATE LIMITED,ELECTRICAL AND ELECTRONIC ITEM ASSEMBLING ( COMPLETELY DRY PROCESS),ELECTRICAL AND ELECTRONIC PRODUCTS,0.3405,10,2025-07-09,,YET TO START CONSTRUCTION,YES,OBC,-0.2537372564807377,-0.19375985736614154,3,15,34,36,20,10,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000006,0,0,1,2025,7,9,2,,,,,1970,1,1,3,1970,1,1,3,Medium-Low,0.09495399047474684,0,Medium-Low,0.5275080906148867,0,Medium-Low,2551577469028437.5,0,Medium-Low,1.537692344796357e+16,0,Low,0.2772108843537415,0,Low,0.3283642224012893,0,Medium-Low,0.5490390330889637,0,Low,0.4444444444444444,0,Medium-High,1.1680401289860265,0,High,2.2027027027027026,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,1.8676578947368423,35.4855,19,18.42105263157895,350,19,-0.13434019781484946,-2.5524637584821397,19,0.8544375,6.8355,8,12.75,102,8,-0.21355632558316745,-1.7084506046653396,8,0.3405,0.3405,1,10.0,10,1,-0.2537372564807377,-0.2537372564807377,1
JANGAON,NARMETTA,NARMETTA,VEERABHADRA WATER PLANT,MINERALIZED WATER,BEVERAGES,0.04,1,2025-08-20,,YET TO START CONSTRUCTION,YES,OBC,-0.2772311049247992,-0.38844870034979195,18,33,35,37,21,11,1970-01-01 00:00:00.000000027,1970-01-01 00:00:00.000000006,0,0,1,2025,8,20,2,,,,,1970,1,1,3,1970,1,1,3,Low,0.011154653800263944,0,Low,0.05275080906148867,0,Low,2787831203233950.0,0,Low,3.082757187136258e+16,0,High,1.663265306122449,0,Medium-Low,0.7224012892828364,0,Medium-Low,0.5651872399445215,0,Low,0.4567901234567901,0,Medium-High,1.2264421354353279,0,High,2.4229729729729725,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,0.4178,2.089,5,5.6,28,5,-0.24769374738015215,-1.2384687369007608,5,0.04,0.04,1,1.0,1,1,-0.2772311049247992,-0.2772311049247992,1,0.04,0.04,1,1.0,1,1,-0.2772311049247992,-0.2772311049247992,1
RANGAREDDY,ABDULLAPURMET,THARAMATHIPET,SRI SIDDESHWARA SWAMY INFRA CONCRETE,READY MIX CEMENT CONCRETE,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.75,10,2025-08-09,,YET TO START CONSTRUCTION,YES,GENERAL,-0.22172151292718298,-0.19375985736614154,8,34,36,38,22,4,1970-01-01 00:00:00.000000028,1970-01-01 00:00:00.000000006,0,0,0,2025,8,9,5,,,,,1970,1,1,3,1970,1,1,3,Medium-Low,0.20914975875494896,0,Medium-Low,0.5275080906148867,0,Medium-Low,2229627704778329.8,0,Medium-Low,1.537692344796357e+16,0,Medium-Low,0.7392290249433107,0,Medium-Low,0.7442922374429224,0,Medium-Low,0.5813354468000793,0,Low,0.4691358024691358,0,Medium-High,1.284844141884629,0,Medium-Low,0.881081081081081,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,4.977681818181818,109.509,22,13.318181818181818,293,22,0.10880932203480724,2.3938050847657593,22,0.75,0.75,1,10.0,10,1,-0.22172151292718298,-0.22172151292718298,1,0.75,0.75,1,10.0,10,1,-0.22172151292718298,-0.22172151292718298,1
NIZAMABAD,KOTGIRI,BAREEDPUR,M/S. ANJANI PUTRA AGRO INDUSTRIES.,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.25,8,2025-08-12,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2608127748973353,-0.23702404469584162,19,35,37,39,7,1,1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000006,0,0,0,2025,8,12,1,,,,,1970,1,1,3,1970,1,1,3,Low,0.06971658625164966,0,Medium-Low,0.42200647249190937,0,Low,2622728760028767.0,0,Medium-Low,1.8810400875385572e+16,0,High,1.7556689342403629,0,Medium-Low,0.7661831856030084,0,Medium-Low,0.597483653655637,0,Low,0.48148148148148145,0,Low,0.4088140451451093,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,1.6548571428571428,11.584,7,11.428571428571429,80,7,-0.15097749769319885,-1.056842483852392,7,2.042,4.084,2,9.0,18,2,-0.12070969199630953,-0.24141938399261906,2,0.25,0.25,1,8.0,8,1,-0.2608127748973353,-0.2608127748973353,1
NIZAMABAD,BODHAN,BODHAN (R),M/S ADITHYA INDUSTRIE,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.2,10,2025-08-15,,YET TO START CONSTRUCTION,YES,GENERAL,-0.26472190109435045,-0.19375985736614154,19,36,38,40,7,1,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000006,0,0,0,2025,8,15,4,,,,,1970,1,1,3,1970,1,1,3,Low,0.05577326900131972,0,Medium-Low,0.5275080906148867,0,Low,2662038865553810.0,0,Medium-Low,1.537692344796357e+16,0,High,1.7556689342403629,0,Medium-Low,0.7880741337630943,0,Medium-Low,0.6136318605111948,0,Low,0.49382716049382713,0,Low,0.4088140451451093,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,1.6548571428571428,11.584,7,11.428571428571429,80,7,-0.15097749769319885,-1.056842483852392,7,0.2,0.2,1,10.0,10,1,-0.26472190109435045,-0.26472190109435045,1,0.2,0.2,1,10.0,10,1,-0.26472190109435045,-0.26472190109435045,1
NARAYANPET,MARIKAL,CHITTANUR,TIRUMALA INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,2.845,10,2025-08-02,,YET TO START CONSTRUCTION,YES,GENERAL,-0.05792912527224496,-0.19375985736614154,16,37,39,41,7,1,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000007,0,0,0,2025,8,2,5,,,,,1970,1,1,3,1970,1,1,3,High,0.7933747515437731,0,Medium-Low,0.5275080906148867,0,High,582534283278999.0,0,Medium-Low,1.537692344796357e+16,0,Medium-High,1.4784580498866213,0,Medium-Low,0.8099650819231803,0,Medium-Low,0.6297800673667525,0,Medium-Low,0.5061728395061729,0,Low,0.4088140451451093,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,4.30875,17.235,4,12.5,50,4,0.05651054414537579,0.22604217658150316,4,2.845,2.845,1,10.0,10,1,-0.05792912527224496,-0.05792912527224496,1,2.845,2.845,1,10.0,10,1,-0.05792912527224496,-0.05792912527224496,1
NARAYANPET,NARWA,LANKAL,RAMAKRISHNA COTEX,COTTON SEED GINNING / DE-LINTING BY MECHANICAL MEANS,OTHERS,8.59,20,2025-08-10,,YET TO START CONSTRUCTION,YES,GENERAL,0.39122947476480463,0.02256107928235895,16,38,40,42,23,12,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000007,0,0,0,2025,8,10,6,,,,,1970,1,1,3,1970,1,1,3,High,2.395461903606682,0,High,1.0550161812297734,0,High,-3934196841548520.5,0,High,-1790463689146443.5,0,Medium-High,1.4784580498866213,0,Medium-Low,0.8318560300832663,0,Medium-Low,0.6459282742223103,0,Medium-Low,0.5185185185185185,0,Medium-High,1.3432461483339304,0,High,2.643243243243243,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,4.30875,17.235,4,12.5,50,4,0.05651054414537579,0.22604217658150316,4,6.72,13.44,2,15.0,30,2,0.24502815499643513,0.49005630999287025,2,8.59,8.59,1,20.0,20,1,0.39122947476480463,0.39122947476480463,1
SANGAREDDY,JINNARAM,GADDAPOTHARAM,M/S. AET LABORATORIES PVT LTD,PHARMACEUTICAL FORMULATION AND FOR R & D PURPOSE (FOR SUSTAINED RELEASE/EXTENDED RELEASE OF DRUGS ONLY AND NOT FOR COMMERCIAL PURPOSE),R&D,11.515,345,2025-03-19,,YET TO START CONSTRUCTION,YES,GENERAL,0.6199133572901955,7.052991520358624,12,24,41,43,3,3,1970-01-01 00:00:00.000000030,1970-01-01 00:00:00.000000007,0,0,0,2025,3,19,2,,,,,1970,1,1,3,1970,1,1,3,High,3.211145962750983,0,High,18.199029126213592,0,High,-6233838014763577.0,0,High,-5.597305456452218e+17,0,Medium-High,1.108843537414966,0,Medium-Low,0.5253827558420628,0,Medium-Low,0.6620764810778681,0,Medium-Low,0.5308641975308642,0,Low,0.17520601934790397,0,Medium-Low,0.6608108108108107,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,2.266766666666667,27.2012,12,44.583333333333336,535,12,-0.1031368666986604,-1.2376424003839248,12,4.33625,17.345,4,102.0,408,4,0.05866056355373417,0.23464225421493667,4,11.515,11.515,1,345.0,345,1,0.6199133572901955,0.6199133572901955,1
RANGAREDDY,NANDIGAMA,NANDIGAMA,PANCHRATNA PACKAGING,"GRAVURE PRINTING, DIGITAL PRINTING ON FLEX, VINYL",PAPER AND PRINTING,4.75,40,2025-07-19,,YET TO START CONSTRUCTION,YES,GENERAL,0.09100858283403518,0.4552029525793599,8,12,12,44,24,6,1970-01-01 00:00:00.000000031,1970-01-01 00:00:00.000000007,0,0,0,2025,7,19,5,,,,,1970,1,1,3,1970,1,1,3,High,1.3246151387813434,0,High,2.1100323624595467,0,High,-915180737225165.4,0,High,-3.612523796336647e+16,0,Medium-Low,0.7392290249433107,0,Low,0.2626913779210314,0,Low,0.1937784822666931,0,Medium-Low,0.5432098765432098,0,High,1.4016481547832318,0,Medium-High,1.3216216216216214,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,4.977681818181818,109.509,22,13.318181818181818,293,22,0.10880932203480724,2.3938050847657593,22,6.675,40.05,6,15.333333333333334,92,6,0.24150994141912138,1.4490596485147282,6,6.675,40.05,6,15.333333333333334,92,6,0.24150994141912138,1.4490596485147282,6
NIZAMABAD,NANDIPET,JOORPUR,M/S SRI PURNIMA AGRO INDUSTRIE'S,PARBOILED RICE MILLS,FOOD PROCESSING,3.2,20,2024-04-01,,YET TO START CONSTRUCTION,YES,GENERAL,-0.03017432927343685,0.02256107928235895,19,39,42,45,18,1,1970-01-01 00:00:00.000000032,1970-01-01 00:00:00.000000007,0,0,0,2024,4,1,0,,,,,1970,1,1,3,1970,1,1,3,High,0.8923723040211156,0,High,1.0550161812297734,0,High,303432534051188.9,0,High,-1790463689146443.5,0,High,1.7556689342403629,0,Medium-Low,0.8537469782433522,0,Medium-Low,0.6782246879334258,0,Medium-Low,0.5555555555555556,0,Medium-High,1.0512361160874237,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,1.6548571428571428,11.584,7,11.428571428571429,80,7,-0.15097749769319885,-1.056842483852392,7,3.2,3.2,1,20.0,20,1,-0.03017432927343685,-0.03017432927343685,1,3.2,3.2,1,20.0,20,1,-0.03017432927343685,-0.03017432927343685,1
SIRCILLA,YELLAREDDIPET,VENKATAPURAM,M/S. MADHU GENERAL ENGINEERING WORK SHOP,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.16,4,2025-08-10,,YET TO START CONSTRUCTION,YES,OBC,-0.26784920205196266,-0.3235524193552418,13,40,43,46,5,5,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000007,0,0,1,2025,8,10,6,,,,,1970,1,1,3,1970,1,1,3,Low,0.04461861520105578,0,Low,0.21100323624595468,0,Low,2693486949973845.0,0,Low,2.5677355730229576e+16,0,Medium-High,1.2012471655328798,0,Medium-Low,0.8756379264034382,0,Medium-Low,0.6943728947889836,0,Medium-Low,0.5679012345679012,0,Low,0.2920100322465066,0,Medium-Low,1.1013513513513513,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,0.708925,2.8357,4,11.25,45,4,-0.22493286009803098,-0.8997314403921239,4,0.16,0.16,1,4.0,4,1,-0.26784920205196266,-0.26784920205196266,1,0.16,0.16,1,4.0,4,1,-0.26784920205196266,-0.26784920205196266,1
MEDCHAL,QUTUBULLAPUR,JEEDIMETLA,POOJA GOYAL,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.105,5,2025-08-20,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2721492408686794,-0.3019203256903918,3,15,15,47,5,5,1970-01-01 00:00:00.000000027,1970-01-01 00:00:00.000000007,0,0,0,2025,8,20,2,,,,,1970,1,1,3,1970,1,1,3,Low,0.029280966225692852,0,Low,0.26375404530744334,0,Low,2736728066051393.5,0,Low,2.396061701651858e+16,0,Low,0.2772108843537415,0,Low,0.3283642224012893,0,Low,0.24222310283336637,0,Medium-Low,0.5802469135802469,0,Low,0.2920100322465066,0,Medium-Low,1.1013513513513513,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,1.8676578947368423,35.4855,19,18.42105263157895,350,19,-0.13434019781484946,-2.5524637584821397,19,0.8544375,6.8355,8,12.75,102,8,-0.21355632558316745,-1.7084506046653396,8,1.0658333333333334,6.3950000000000005,6,13.666666666666666,82,6,-0.19702886578270348,-1.1821731946962208,6
MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,M/S SRI LAXMINIVASA RICE INDUSTRIES.,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.35,9,2025-07-31,,YET TO START CONSTRUCTION,YES,GENERAL,-0.17481199856300025,-0.21539195103099157,6,21,44,48,7,1,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000007,0,0,0,2025,7,31,3,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.37646956575890816,0,Medium-Low,0.4747572815533981,0,Medium-High,1757906438477805.2,0,Medium-Low,1.709366216167457e+16,0,Medium-Low,0.554421768707483,0,Medium-Low,0.45970991136180506,0,Medium-Low,0.7105211016445413,0,Medium-Low,0.5925925925925926,0,Low,0.4088140451451093,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,2.797675,22.3814,8,9.375,75,8,-0.06162911321771988,-0.49303290574175906,8,1.65,8.25,5,9.0,45,5,-0.15135724138090892,-0.7567862069045446,5,1.375,2.75,2,9.0,18,2,-0.17285743546449267,-0.34571487092898534,2
HYDERABAD,SECUNDERABAD,SECUNDERABAD,SURYA HALLMARKING CENTER,"GOLD AND SILVER SMITHY (PURIFICATION WITH ACID, SMELTING OPERATING AND SULFURIC ACIDPOLISHING OPERATION) (USING LESS THAN OR EQUAL TO 1 LITRE OF SULPHURIC ACID / NITRIC ACID PERMONTH.",ENGINEERING,0.1,2,2025-08-08,,YET TO START CONSTRUCTION,YES,GENERAL,-0.27254015348838095,-0.3668166066849419,20,41,45,49,25,5,1970-01-01 00:00:00.000000018,1970-01-01 00:00:00.000000007,0,0,0,2025,8,8,4,,,,,1970,1,1,3,1970,1,1,3,Low,0.02788663450065986,0,Low,0.10550161812297734,0,Low,2740659076603898.0,0,Low,2.911083315765158e+16,0,High,1.8480725623582768,0,Medium-Low,0.8975288745635241,0,Medium-Low,0.726669308500099,0,Medium-Low,0.6049382716049383,0,High,1.460050161232533,0,Medium-Low,1.1013513513513513,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,0.275,0.55,2,2.0,4,2,-0.2588582117988276,-0.5177164235976552,2,0.1,0.1,1,2.0,2,1,-0.27254015348838095,-0.27254015348838095,1,0.1,0.1,1,2.0,2,1,-0.27254015348838095,-0.27254015348838095,1
KARIMNAGAR,KOTHAPALLY,KHAZIPUR,GAJANANA GRANITES INDUSTRIES,GRANITE / STONE CUTTING AND POLISHING,OTHERS,0.95,10,2025-08-16,,YET TO START CONSTRUCTION,YES,OBC,-0.20608500813912212,-0.19375985736614154,21,42,46,50,26,12,1970-01-01 00:00:00.000000033,1970-01-01 00:00:00.000000007,0,0,1,2025,8,16,5,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.2649230277562687,0,Medium-Low,0.5275080906148867,0,Medium-High,2072387282678155.2,0,Medium-Low,1.537692344796357e+16,0,High,1.9404761904761905,0,Medium-Low,0.9194198227236101,0,Medium-Low,0.7428175153556569,0,Medium-Low,0.6172839506172839,0,High,1.5184521676818343,0,High,2.643243243243243,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,0.95,0.95,1,10.0,10,1,-0.20608500813912212,-0.20608500813912212,1,0.95,0.95,1,10.0,10,1,-0.20608500813912212,-0.20608500813912212,1,0.95,0.95,1,10.0,10,1,-0.20608500813912212,-0.20608500813912212,1
KHAMMAM,PENUBALLI,KARAIGUDEM,SRI SAI RAM SEEDS,COB DRYING (FUEL CONSUMPTION MORE THAN 12 TPD),OTHERS,6.644,25,2025-07-26,,YET TO START CONSTRUCTION,YES,GENERAL,0.239086283176972,0.1307215476066092,22,43,47,51,27,12,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000008,0,0,0,2025,7,26,5,,,,,1970,1,1,3,1970,1,1,3,High,1.8527879962238412,0,High,1.3187702265372168,0,High,-2404247534513820.5,0,High,-1.0374157257701452e+16,0,High,2.0328798185941044,0,Medium-Low,0.941310770883696,0,Medium-Low,0.7589657222112146,0,Medium-Low,0.6296296296296297,0,High,1.5768541741311357,0,High,2.643243243243243,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,1.8331250000000001,7.3325000000000005,4,10.0,40,4,-0.13704006668434063,-0.5481602667373625,4,6.644,6.644,1,25.0,25,1,0.239086283176972,0.239086283176972,1,6.644,6.644,1,25.0,25,1,0.239086283176972,0.239086283176972,1
YADADRI,BIBINAGAR,RAIRAOPET,VIJAYA MINING AND DRILLING SYSTEMS,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.9938,8,2025-07-29,,YET TO START CONSTRUCTION,YES,OBC,-0.20266061359053675,-0.23702404469584162,5,5,5,52,5,5,1970-01-01 00:00:00.000000035,1970-01-01 00:00:00.000000008,0,0,1,2025,7,29,1,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.2771373736675577,0,Medium-Low,0.42200647249190937,0,Medium-High,2037951630238216.8,0,Medium-Low,1.8810400875385572e+16,0,Low,0.4620181405895692,0,Low,0.10945474080042977,0,Low,0.08074103427778878,0,Medium-Low,0.6419753086419753,0,Low,0.2920100322465066,0,Medium-Low,1.1013513513513513,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,0.6163333333333333,5.547,9,8.666666666666666,78,9,-0.23217191029387038,-2.0895471926448335,9,0.8178333333333333,4.907,6,7.166666666666667,43,6,-0.216418131719899,-1.298508790319394,6,0.8178333333333333,4.907,6,7.166666666666667,43,6,-0.216418131719899,-1.298508790319394,6
